Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
RS,Reliance Steel & Aluminum Co.,Basic Materials,194.26,0.015026849,0.272727273,0.142244585,2.919115745,12385.29631,8.765248629,0.132868263,0.811346961,198.44,134.25
RSG,"Republic Services, Inc.",Industrials,132.71,0.013864818,0.082352941,0.075280006,1.79589338,41907.97904,32.47673515,0.444528064,0.625597122,145,102.08
RUBY,Rubius Therapeutics Inc,Healthcare,1.99,0,,,0,179.471386,0,N/A,2.149258709,29.94,1.93
RUN,Sunrun Inc,Technology,24.86,0,,,0,5181.285426,N/A,0,2.080760751,60.6,18.61
RUSHA,Rush Enterprises Inc,Consumer Cyclical,48.24,0.015460281,,,0.745803962,2705.944901,11.20868588,0.178849871,0.772399321,60.65,40.48
RUSHB,Rush Enterprises Inc,Consumer Cyclical,46.48,0.016041902,,,0.745627595,2705.944901,0,N/A,0.894243753,57.77,35.77
RUTH,Ruths Hospitality Group Inc,Consumer Cyclical,21.15,0.005673759,,,0.119999997,710.118378,16.79759616,0.097560973,1.452856959,28.56,16.35
RVI,Retail Value Inc,Real Estate,3,0,,,0,63.35145,0,N/A,0.324953636,3.49,1.58
RVNC,Revance Therapeutics Inc,Healthcare,18.6,0,,,0,1328.619483,0,N/A,0.996911714,33.83,11.65
RVP,Retractable Technologies Inc,Healthcare,4.48,0,,,0,148.391958,0,N/A,1.054515194,13.91,4.26
RVSB,"Riverview Bancorp, Inc.",Financial Services,7.2,0.029545566,0.1,0.195738009,0.212728078,159.671606,0,N/A,0.449093937,8.1,6.3
RWT,Redwood Trust Inc.,Real Estate,9.7,0.08530304,0.4375,-0.03857821,0.82743949,1166.639263,3.775800424,0.381308521,0.968806998,13.63,9.31
RYAM,Rayonier Advanced Materials Inc,Basic Materials,5.52,0,,,0,352.410633,5.306270261,0,1.037759807,9.87,4.55
RYI,Ryerson Holding Corp.,Industrials,41,0.006442231,,,0.264131461,1574.160642,0,N/A,1.408096346,41.37,13.25
RYN,Rayonier Inc.,Real Estate,44.59,0.024220677,0,0.015511278,1.06907387,6498.234515,42.5974075,1.018165591,0.615936051,44.66,32.89
RYTM,Rhythm Pharmaceuticals Inc.,Healthcare,8.85,0,,,0,445.41796,0,N/A,1.382045574,23.05,6.02
S,SentinelOne Inc,N/A,37.12,0,,,0,6891.413265,0,N/A,,78.53,29.3
SABR,Sabre Corp,Technology,10.99,0,,,0,3555.603074,N/A,0,2.069638308,16.05,7.05
SACH,Sachem Capital Corp,Real Estate,4.88,0.098360656,,,0.464464061,173.307769,0,N/A,0.707855683,6.39,4.13
SAFE,Safehold Inc,Real Estate,49.05,0.013863405,,,0.67734862,3038.24323,0,N/A,1.153505832,94.58,49.02
SAFM,"Sanderson Farms, Inc.",Consumer Defensive,189.13,0.009272824,0,0.128881321,1.753769294,4221.967336,6.700556959,0.061342053,0.202132437,199.52,154.24
SAFT,"Safety Insurance Group, Inc.",Financial Services,90.23,0.03924726,0,0.051547497,3.541280234,1323.844905,10.08374837,0.402418208,0.23631856,93.18,72.01
SAGE,Sage Therapeutics Inc,Healthcare,35.25,0,,,0,2081.644652,N/A,0,1.32079169,80.87,30.48
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,43.35,0.014007285,1.5,0.379729661,0.607215798,1241.511704,3.558359714,0.075336948,0.92252146,57.55,38.64
SAIA,Saia Inc.,Industrials,199.73,0,,,0,5274.177635,20.82720649,0,1.793827601,365.5,187.02
SAIC,Science Applications International Corp.,Technology,87.63,0.020968828,0,0.036019682,1.837498432,4911.653088,17.73159959,0.385219797,0.484918337,95.58,77.77
SAIL,SailPoint Technologies Holdings Inc,Technology,64.16,0,,,0,6043.339536,N/A,0,0.81426691,64.39,34.98
SAL,"Salisbury Bancorp, Inc.",Financial Services,53.81,0.022948079,0.103448276,0.027066087,1.234836156,154.760089,0,N/A,,59.56,39.62
SALM,Salem Media Group Inc,Communication Services,3.14,0,,,0,67.914834,1.635950135,0,1.222665913,6.82,1.69
SAM,"Boston Beer Co., Inc.",Consumer Defensive,365.76,0,,,0,3746.82386,257.4605827,0,0.632753277,1349.98,342.74
SAMG,Silvercrest Asset Management Group Inc,Financial Services,21.28,0.0310236,0.0625,0.072145026,0.660182215,210.014469,0,N/A,0.59851218,22.4,12.65
SANM,Sanmina Corp,Technology,39.2,0,,,0,2491.413977,8.910285993,0,1.0180786,43.63,35.06
SANW,S&W Seed Co,Consumer Defensive,1.71,0,,,0,66.532194,0,N/A,0.16923513,4.6,1.71
SASR,Sandy Spring Bancorp,Financial Services,43.03,0.029907866,0.0625,0.055118199,1.286935462,1954.666236,8.367613885,0.258420775,0.922071418,51.67,39.03
SATS,EchoStar Corp,Technology,25.48,0,,,0,971.516855,13.3312776,0,0.659177343,30.9,18.63
SAVA,Cassava Sciences Inc,Healthcare,26.25,0,,,0,1050.587843,0,N/A,2.477403436,146.16,25.11
SAVE,Spirit Airlines Inc,Industrials,25.12,0,,,0,2728.348964,N/A,0,1.535673786,38.48,18.26
SBAC,SBA Communications Corp,Real Estate,355.38,0.007991446,,,2.443314667,38387.16355,161.5458184,1.141735826,0.570662763,390.3,279.35
SBCF,Seacoast Banking Corp. Of Florida,Financial Services,32.87,0.015728364,,,0.516991332,2012.759509,16.17934864,0.237151987,0.926039309,39.16,29.06
SBFG,SB Financial Group Inc,Financial Services,18.75,0.017142591,0.045454545,0.104383629,0.321423589,135.216544,0,N/A,,20.85,15.95
SBGI,"Sinclair Broadcast Group, Inc.",Communication Services,22.87,0.03673769,0.25,0.067907166,0.840190978,1103.756331,N/A,N/A,0.942786514,34.85,22.25
SBH,Sally Beauty Holdings Inc,Consumer Cyclical,15.93,0,,,0,1800.824994,7.1601956,0,1.45321653,25.66,14.92
SBNY,Signature Bank,Financial Services,265.91,0.00839928,,,2.233452483,16122.81121,18.30984949,0.148402158,1.64730088,374.07,214.2
SBOW,SilverBow Resources Inc,Energy,38.4,0,,,0,645.193152,0,N/A,0.844998793,40.37,7.6
SBRA,Sabra Healthcare REIT Inc,Real Estate,12.96,0.092592593,0,-0.035749098,1.162543574,2992.518665,N/A,N/A,0.835680956,17.88,12.03
SBSI,Southside Bancshares Inc,Financial Services,39.24,0.034658512,0.03030303,0.025348576,1.3184195,1269.623228,11.1958733,0.379947983,0.700588954,44.94,33.9
SBT,Sterling Bancorp Inc,Financial Services,6.9,0,,,0,346.437608,0,N/A,0.41277594,7.26,4.33
SBUX,Starbucks Corp.,Consumer Cyclical,79.5,0.024654088,0.088888889,0.144066356,1.867419501,91448.85,20.81694742,0.503347574,1.105896611,124.66,78.92
SC,Santander Consumer USA Holdings Inc,Financial Services,41.6,0.021064617,,,0.876288074,12734.23337,4.128269461,0.08701967,0.517602016,42.87,21.61
SCHL,Scholastic Corp.,Communication Services,39.69,0.015117158,0,0,0.596400816,1300.384704,35.72485451,0.568000777,0.63518178,43.71,29.37
SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,54.66,0.013639595,0,0,0.745540251,1499.51347,7.882468277,0.116672966,1.334762608,58.42,35.04
SCHW,Charles Schwab Corp.,Financial Services,82.75,0.008913903,0.111111111,0.201124434,0.737625487,155493.8647,29.01004939,0.260645049,1.331125337,96.04,62.87
SCI,Service Corp. International,Consumer Cyclical,70.37,0.013002049,0.19047619,0.107566343,0.914954184,11312.71758,14.08913701,0.193846225,0.633659077,72.07,50.22
SCL,Stepan Co.,Basic Materials,99.56,0.013459221,,,1.274448255,2232.441447,16.2001208,0.215278422,0.759201207,137.78,95.78
SCON,Superconductor Technologies Inc.,Technology,2.65,0,,,0,8.352217,0,N/A,,4,0.77
SCOR,Comscore Inc.,Communication Services,2.51,0,,,0,227.000861,N/A,0,1.311814987,5.25,2.24
SCPL,Sciplay Corp,Communication Services,13.45,0,,,0,330.349498,0,N/A,1.23174741,22.29,10.75
SCS,"Steelcase, Inc.",Industrials,11.46,0.049682573,0.45,0.026057179,0.56936229,997.269037,79.78152298,5.20917008,0.90647523,15.12,10.4
SCSC,"Scansource, Inc.",Technology,33.79,0,,,0,865.160174,10.53364876,0,1.197799011,40.83,24.89
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,31.39,0.009523665,-0.357142857,0.037137289,0.298947834,884.227076,5.709073908,0.055156427,1.550158126,45.98,27.5
SCWX,SecureWorks Corp,Technology,13.24,0,,,0,191.629511,N/A,0,1.016341464,26.89,10.05
SCX,L.S. Starrett Co.,Industrials,7.0817,0,,,0,46.940489,0,N/A,0.784439662,13.9,5.96
SCYX,Scynexis Inc,Healthcare,3.35,0,,,0,96.959177,0,N/A,1.350320736,10.25,3.26
SD,Sandridge Energy Inc,Energy,18.81,0,,,0,690.261522,0,N/A,1.090278667,19.22,3.57
SDPI,Superior Drilling Products Inc,Energy,1.04,0,,,0,29.364401,0,N/A,-0.459019019,2.38,0.6452
SEAC,Seachange International Inc.,Technology,1.17,0,,,0,57.618757,N/A,0,0.620549693,3.44,0.657
SEAS,SeaWorld Entertainment Inc,Consumer Cyclical,73.08,0,,,0,5528.453913,21.55233424,0,1.445481398,76,41.94
SEB,Seaboard Corp.,Industrials,4197.34,0.002142348,0,0.084471771,8.992160955,4872.184128,8.547691452,0.018312109,0.172493265,4394.87,3526.82
SEDG,Solaredge Technologies Inc,Technology,300.66,0,,,0,15880.45681,93.87277184,0,1.577665007,389.71,199.33
SEE,Sealed Air Corp.,Consumer Cyclical,67.42,0.011809251,0.25,0.045639553,0.796179691,9988.822001,19.70959353,0.239093,0.717167612,70.72,47.05
SEEL,Seelos Therapeutics Inc,Healthcare,0.796,0,,,0,84.050255,0,N/A,1.868243774,6.6,0.762
SEIC,SEI Investments Co.,Financial Services,57.61,0.013886478,,,0.767546532,7970.576878,14.58228861,0.201455783,1.08412278,64.79,54.03
SELB,Selecta Biosciences Inc,Healthcare,1.03,0,,,0,128.017516,0,N/A,1.691406926,5.28,0.9951
SELF,Global Self Storage Inc,Real Estate,5.8,0.044032359,0,0,0.255387685,62.109955,0,N/A,0.500375647,6.56,4.58
SEM,Select Medical Holdings Corporation,Healthcare,24.65,0.02015018,,,0.496701925,3296.870477,8.479823238,0.166678498,1.131843347,43.06,21.37
SENEA,Seneca Foods Corp.,Consumer Defensive,55.2,0,,,0,463.950446,7.881065525,0,0.507103363,56.65,41.54
SENEB,Seneca Foods Corp.,Consumer Defensive,54,0,,,0,463.950446,0,N/A,,57.62,44
SENS,Senseonics Holdings Inc,Healthcare,1.72,0,,,0,796.610912,0,N/A,2.389194646,4.58,1.4
SES,SES AI Corporation,Energy,8.95,0,,,0,2720.988048,0,N/A,0.097451899,11.47,4.3
SESN,Sesen Bio Inc.,Healthcare,0.5074,0,,,0,101.207853,0,N/A,1.405807981,6.04,0.5
SF,Stifel Financial Corp.,Financial Services,65.31,0.01144165,,,0.74725416,6950.340881,8.806025916,0.112200324,1.435619261,82.94,59.91
SFBC,Sound Financial Bancorp Inc,Financial Services,38.9,0.013058068,-0.411764706,-0.035807496,0.507958842,102.052827,0,N/A,,48,37.17
SFBS,ServisFirst Bancshares Inc,Financial Services,83.1,0.010312006,0.15,0.356911635,0.856927673,4510.093862,21.71739022,0.224326616,,97.25,58.87
SFE,"Safeguard Scientifics, Inc.",Financial Services,4.92,0,,,0,81.806326,0,N/A,0.847198117,8.98,4.81
SFIX,Stitch Fix Inc,Consumer Cyclical,9.69,0,,,0,803.985831,N/A,0,1.87046465,69.2,8.75
SFM,Sprouts Farmers Market Inc,Consumer Defensive,32.1,0,,,0,3545.530932,14.52152071,0,0.120825722,35.34,21.18
SFNC,Simmons First National Corp.,Financial Services,24.88,0.029063532,0.055555556,-0.053408243,0.723100665,2795.886591,10.31277675,0.29394336,0.880041566,32.34,24.76
SFST,Southern First Bancshares Inc,Financial Services,48.09,0,,,0,383.679765,0,N/A,0.697579009,65.59,45.74
SGA,"Saga Communications, Inc.",Communication Services,22.78,0.027613427,0,-0.118139794,0.629033859,115.897647,10.56785325,0.340018302,,27.4,19.22
SGC,Superior Group of Companies Inc..,Consumer Cyclical,16.78,0.028372958,0.2,0.065208538,0.476098227,270.234081,0,N/A,0.965989992,26.96,16.5
SGEN,Seagen Inc,Healthcare,149.72,0,,,0,27521.40853,N/A,0,0.742146266,192.79,117.46
SGH,SMART Global Holdings Inc,Technology,23.45,0,,,0,1166.981019,32.48471827,0,1.66914213,37.25,20.3
SGMA,Sigmatron International Inc.,Technology,6.09,0,,,0,36.67208,0,N/A,1.917950011,17.3,4.58
SGMO,Sangamo Therapeutics Inc,Healthcare,5.26,0,,,0,771.456638,N/A,0,1.53372218,12.83,5.1
SGMS,Scientific Games Corporation,Consumer Cyclical,59.59,0,,,0,5760.947331,15.52815992,0,1.771272793,90.2,41.83
SGRP,"Spar Group, Inc.",Industrials,1.3,0,,,0,27.716538,0,N/A,0.953423768,3.86,1.01
SGRY,Surgery Partners Inc,Healthcare,55.85,0,,,0,5021.189391,0,N/A,1.95709707,69.58,37.63
SHAK,Shake Shack Inc,Consumer Cyclical,62.03,0,,,0,2428.06045,N/A,0,1.634626953,116.32,58.19
SHBI,Shore Bancshares Inc.,Financial Services,19.63,0.02423382,0,0.191357898,0.475709888,389.52553,25.34653369,0.406589648,0.451659029,22.92,15.69
SHEN,Shenandoah Telecommunications Co.,Communication Services,23.77,0.002944889,,,0.07,1189.656434,1.19104877,0.003514056,0.385337746,38.62,18.77
SHO,Sunstone Hotel Investors Inc,Real Estate,11.91,0,,,0,2614.131962,192.6689241,0,1.233553084,13.91,9.93
SHOO,Steven Madden Ltd.,Consumer Cyclical,40.83,0.0160687,,,0.656085003,3260.785916,17.10100754,0.280378206,1.2651941,51.12,36.77
SHSP,SharpSpring Inc,Technology,17.1,0,,,0,0,0,N/A,,,
SHW,Sherwin-Williams Co.,Basic Materials,252.9,0.009489917,-0.636363636,-0.067290361,2.243364316,65892.49765,35.34246817,0.321398899,0.809249543,353.33,233.32
SIBN,SI-BONE Inc,Healthcare,21.08,0,,,0,705.96452,0,N/A,1.424558529,37.21,17.96
SIEB,Siebert Financial Corp.,Financial Services,2.07,0,,,0,67.074696,0,N/A,0.687497943,6.39,1.88
SIEN,Sientra Inc,Healthcare,1.99,0,,,0,124.102885,0,N/A,1.739810867,9.14,1.98
SIF,SIFCO Industries Inc.,Industrials,4.335,0,,,0,26.024223,0,N/A,-0.078901047,15.76,4.11
SIG,Signet Jewelers Ltd,Consumer Cyclical,77.55,0.00694799,,,0.53881659,3867.690778,5.259302119,0.046171087,1.789462409,111.67,54.98
SIGA,SIGA Technologies Inc,Healthcare,6.88,0,,,0,502.445726,7.234559886,0,0.74862021,9.82,5.66
SIGI,Selective Insurance Group Inc.,Financial Services,85.79,0.012293628,0.12,0.118426915,1.05467038,5176.124294,13.12125281,0.162256982,0.834914948,94.35,72.43
SILK,Silk Road Medical Inc,Healthcare,43.51,0,,,0,1518.342756,0,N/A,1.710748917,67.49,27.21
SINT,SINTX Technologies Inc,Healthcare,0.6247,0,,,0,15.43857,0,N/A,1.042869581,2.06,0.4
SIRI,Sirius XM Holdings Inc,Communication Services,6.46,0.011286226,16.07533638,0.903653939,0.072909017,25503.61102,19.40914081,0.229851883,0.570055814,7.23,5.7
SITC,SITE Centers Corp,Real Estate,16.41,0.029517708,,,0.484385584,3466.487111,32.8418216,0.959749523,1.012800394,17.34,13.36
SITE,SiteOne Landscape Supply Inc,Industrials,147,0,,,0,6596.346288,27.66923779,0,1.513780223,260,146.15
SIVB,SVB Financial Group,Financial Services,507.06,0,,,0,29819.98665,16.84745008,0,1.975403805,763.22,486.74
SIX,Six Flags Entertainment Corp,Consumer Cyclical,41.37,0,,,0,3567.942412,27.4619768,0,1.425995001,50.56,35.75
SJI,South Jersey Industries Inc.,Utilities,34.56,0.036168981,0.024793388,0.026122091,1.205731233,4230.400677,48.02307474,1.507164041,0.691273496,35.03,20.31
SJM,J.M. Smucker Co.,Consumer Defensive,139.69,0.028348486,0.1,0.057096868,3.827987821,15150.55306,26.35795591,0.720901661,0.070200081,144.76,116.78
SJW,SJW Group,Utilities,63.83,0.022559925,0.058823529,0.106034434,1.36970509,1929.99905,31.91241526,0.674731572,0.317211535,73.3,60.13
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,17.43,0.041881813,,,0.708495432,1820.895733,219.0156042,8.693195488,1.277106745,22.26,14.96
SKX,"Skechers U S A, Inc.",Consumer Cyclical,39.77,0,,,0,5373.215889,7.246384558,0,1.543145729,55.87,33.5
SKY,Skyline Champion Corp,Consumer Cyclical,51.37,0,,,0,2919.209771,14.96232661,0,1.729065051,85.92,38.96
SKYW,Skywest Inc.,Industrials,29.51,0,,,0,1490.898082,13.32229543,0,1.440939027,53.5,22.78
SLAB,Silicon Laboratories Inc,Technology,132.73,0,,,0,5064.940565,2.392057692,0,1.552771305,211.98,120.15
SLB,Schlumberger Ltd.,Energy,43.25,0.011560694,0,-0.242141717,0.497236859,61113.08542,32.48967858,0.37669459,0.589278317,46.27,24.23
SLCA,U.S. Silica Holdings Inc,Energy,20.43,0,,,0,1541.127918,N/A,0,1.301892284,20.8,7.23
SLCT,Select Bancorp Inc,Financial Services,18.88,0,,,0,0,0,N/A,,,
SLDB,Solid Biosciences Inc,Healthcare,1.05,0,,,0,115.99661,0,N/A,1.242551068,5.46,0.721
SLG,SL Green Realty Corp.,Real Estate,74.73,0.04991302,-0.872581174,0.010489485,3.598688701,4840.316653,11.1988891,0.588983421,1.00611523,84.12,64.62
SLGN,Silgan Holdings Inc.,Consumer Cyclical,45.44,0.014084507,0.142857143,0.121955145,0.577119541,5017.040806,13.97189159,0.178674781,0.332324778,46.98,36.85
SLM,SLM Corp.,Financial Services,16.81,0.016574775,,,0.278621964,4696.595473,4.063582744,0.077180599,1.20234543,21.11,16.27
SLNG,Stabilis Solutions Inc,Energy,5.11,0,,,0,92.964196,0,N/A,,10.47,2.98
SLNO,Soleno Therapeutics Inc,Healthcare,0.2176,0,,,0,17.427326,0,N/A,0.920324896,1.67,0.1958
SLP,Simulations Plus Inc.,Healthcare,50.93,0.004701703,0,0.037137289,0.239457749,1029.119592,0,N/A,1.048116038,70.19,35.18
SLRX,Salarius Pharmaceuticals Inc,Healthcare,0.3571,0,,,0,16.675568,0,N/A,1.035997571,1.51,0.3251
SLS,SELLAS Life Sciences Group Inc,Healthcare,3.52,0,,,0,55.989116,N/A,0,1.483236946,15.08,3.22
SM,SM Energy Co,Energy,41.35,0.000483594,,,0.019996622,5039.003955,139.0875805,0.068271156,1.518880039,43.69,14.79
SMAR,Smartsheet Inc,Technology,52.26,0,,,0,6722.902516,N/A,0,1.905789081,85.65,41.65
SMBC,"Southern Missouri Bancorp, Inc.",Financial Services,45.72,0.016535903,0.25,0.148698355,0.756021485,406.707564,0,N/A,0.452117464,61.49,38.17
SMBK,SmartFinancial Inc,Financial Services,24.98,0.009972154,,,0.249104397,421.994184,0,N/A,0.682118949,28.55,21.54
SMED,Sharps Compliance Corp.,Industrials,4.83,0,,,0,92.964184,0,N/A,0.998510907,18.67,4.72
SMG,Scotts Miracle-Gro Company,Basic Materials,113.79,0.023200633,0.064516129,0.044849197,2.587883217,6324.890388,14.43709287,0.335218033,1.244513809,244.89,110.81
SMHI,SEACOR Marine Holdings Inc,Industrials,7.54,0,,,0,195.981467,0,N/A,0.602672552,8.54,3.08
SMIT,Schmitt Industries Inc,Technology,4.872,0,,,0,18.567884,0,N/A,0.143093115,6.76,3.61
SMMF,Summit Financial Group Inc,Financial Services,24.51,0.028666208,0.058823529,0.103509215,0.702608754,312.896204,0,N/A,0.752475959,27.8,20.55
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,42.15,0.024009502,,,1.012000506,925.730418,10.18562175,0.251741419,0.734424103,54.78,39.91
SMPL,Simply Good Foods Co,Consumer Defensive,43.47,0,,,0,4363.086639,0,N/A,1.052340269,43.85,31.09
SMRT,SmartRent Inc,Consumer Cyclical,5.08,0,,,0,985.876763,0,N/A,1.514384331,15.14,4.51
SMSI,"Smith Micro Software, Inc.",Technology,3.64,0,,,0,197.749574,N/A,0,1.318233597,6.52,2.84
SMTC,Semtech Corp.,Technology,61.83,0,,,0,3963.693456,31.54199657,0,1.733579753,94.92,57.97
SNA,"Snap-on, Inc.",Industrials,211.16,0.026899034,0.154471545,0.148698355,5.277124049,11279.50944,13.74711692,0.353694641,0.836232729,255.58,197.75
SNAP,Snap Inc,Communication Services,33.19,0,,,0,49452.65818,N/A,0,2.530561999,83.34,24.32
SNBR,Sleep Number Corp,Consumer Cyclical,49.62,0,,,0,1099.515637,7.15150727,0,1.112491013,125.89,48.6
SNCR,Synchronoss Technologies Inc,Technology,1.53,0,,,0,135.023355,N/A,0,1.110535386,3.99,1.15
SND,Smart Sand Inc,Energy,4.59,0,,,0,205.659503,0,N/A,0.566061335,4.82,1.73
SNDR,Schneider National Inc,Industrials,21.62,0.013355407,0.142857143,0.098560543,0.288743897,2063.904914,5.091033336,0.12664206,0.733689239,27.41,20.3
SNDX,Syndax Pharmaceuticals Inc,Healthcare,18.14,0,,,0,997.976544,40.03757299,0,1.077176115,22.71,13.02
SNFCA,Security National Financial Corp.,Financial Services,10.05,0,,,0,177.809072,0,N/A,0.570407847,10.46,7.71
SNOA,Sonoma Pharmaceuticals Inc.,Healthcare,3.19,0,,,0,9.88158,0,N/A,0.718507604,13.36,2.55
SNPS,"Synopsys, Inc.",Technology,294.77,0,,,0,45128.90881,49.65452118,0,1.675577539,377.6,225.02
SNR,New Senior Investment Group Inc,Real Estate,8.82,0.021896298,,,0.193125346,741.437265,N/A,N/A,1.252124397,9.44,3.45
SNV,Synovus Financial Corp.,Financial Services,45.5,0.029010989,0.03030303,0.177816222,1.640977267,6618.820163,9.100486403,0.33489332,1.353379779,54.02,37.88
SNX,TD Synnex Corp,Technology,100.78,0.009886715,,,0.996383155,9685.351244,22.03364472,0.167178382,1.186931908,129.91,95.8
SO,Southern Company,Utilities,75.99,0.034741413,0.03125,0.026179155,2.599661408,80566.61835,33.66762154,1.160563128,0.199512674,76.87,58.29
SOHO,Sotherly Hotels Inc,Real Estate,2.08,0,,,0,36.673158,0,N/A,0.915923654,4.17,1.89
SOI,Solaris Oilfield Infrastructure Inc,Energy,11.39,0.036158584,,,0.411846272,373.322957,N/A,N/A,0.653925974,12.1,6.05
SOLY,Soliton Inc,Healthcare,22.58,0,,,0,0,0,N/A,,,
SON,Sonoco Products Co.,Consumer Cyclical,63.57,0.028315243,0,0.029033661,1.790116248,6195.073542,N/A,N/A,0.602059741,68.82,54.34
SONO,Sonos Inc,Technology,26.08,0,,,0,3328.032601,22.21887919,0,1.686646655,43.39,21.46
SP,SP Plus Corp,Industrials,29.93,0,,,0,696.222501,21.96285493,0,1.027875515,36.3,25.29
SPB,Spectrum Brands Holdings Inc.,Consumer Defensive,89.98,0.018546918,,,1.668851655,3668.986239,29.09584646,0.565712425,0.953687018,106.74,74.63
SPG,"Simon Property Group, Inc.",Real Estate,127.88,0.051610885,0.269230769,-0.011699127,6.097605351,41988.41192,18.69230471,0.891462771,1.206736138,167.2,107.64
SPGI,S&P Global Inc,Financial Services,387.59,0.008772156,0,0.134335108,3.071618592,134504.143,44.47888326,0.245533061,0.970123873,483.28,361.43
SPLK,Splunk Inc,Technology,137.77,0,,,0,22139.639,N/A,0,1.263956969,176.66,105.45
SPNE,SeaSpine Holdings Corp,Healthcare,10.74,0,,,0,395.135372,0,N/A,1.192847101,22.78,10.66
SPOK,Spok Holdings Inc,Communication Services,8.16,0.082011444,1.5,0.201124434,0.669213385,161.098898,N/A,N/A,0.279992647,11.1,6.82
SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,0.9701,0,,,0,171.854683,0,N/A,1.575225018,4.54,0.6
SPR,Spirit Aerosystems Holdings Inc,Industrials,46.23,0.000864939,0,-0.369042656,0.039986151,4851.45382,N/A,N/A,1.593802057,53.3,35.2
SPRO,Spero Therapeutics Inc,Healthcare,6.11,0,,,0,200.136465,0,N/A,1.200465417,19.87,6.1
SPRT,Support.com Inc,Technology,11.8,0,,,0,0,0,0,,,
SPSC,SPS Commerce Inc.,Technology,124.63,0,,,0,4503.487726,100.9818536,0,1.407051349,174.42,91.05
SPTN,SpartanNash Co,Consumer Defensive,34.66,0.02423543,0.05,0.049414523,0.80067668,1245.045567,17.20817071,0.39057399,0.515581738,35.66,17.64
SPWH,Sportsman`s Warehouse Holdings Inc,Consumer Cyclical,10.69,0,,,0,469.077029,0,N/A,0.871906589,18.05,9.73
SPWR,Sunpower Corp,Technology,20.4,0,,,0,3546.450689,N/A,0,1.80094419,34.61,14
SPXC,SPX Corp.,Industrials,44.73,0,,,0,2047.959293,4.814196739,0,1.182205694,68.24,44.66
SQ,Block Inc,Technology,121.31,0,,,0,51556.75,310.0523803,0,2.725520901,289.23,82.72
SQBG,Sequential Brands Group Inc.,Consumer Cyclical,6.24,0,,,0,0,0,N/A,,,
SR,Spire Inc.,Utilities,75.49,0.036296198,0.053846154,0.054644892,2.630008987,3906.623881,17.49495692,0.608798377,0.235776116,76.55,58.37
SRC,Spirit Realty Capital Inc,Real Estate,46.01,0.055422734,0.0208,0.287981529,2.48890717,5877.646924,36.55912399,1.843634941,0.842558727,50.22,41.82
SRCE,1st Source Corp.,Financial Services,44.24,0.028028933,0.068965517,0.102863131,1.218363621,1094.948981,9.310315636,0.259226302,0.74645607,52.37,40.39
SRCL,Stericycle Inc.,Industrials,55.38,0,,,0,5099.767981,N/A,0,0.73233263,79.97,53.25
SRDX,"Surmodics, Inc.",Healthcare,42.45,0,,,0,593.2812,349.1943496,0,1.17304753,62.27,36.24
SRE,Sempra Energy,Utilities,171.25,0.026744526,0.040909091,0.06840009,5.476251587,54075.9586,43.122774,1.365648775,0.387148266,172.38,117.69
SREV,ServiceSource International Inc,Technology,1.13,0,,,0,112.930401,N/A,0,0.665722436,1.63,0.9302
SRG,Seritage Growth Properties,Real Estate,11.94,0,,,0,520.970426,N/A,0,1.660325266,20.09,8.12
SRI,Stoneridge Inc.,Consumer Cyclical,19.55,0,,,0,534.011319,156.7854725,0,0.805073072,35.27,13.64
SRNE,Sorrento Therapeutics Inc,Healthcare,1.89,0,,,0,647.013343,0,N/A,1.918999239,11.07,1.89
SRPT,Sarepta Therapeutics Inc,Healthcare,81.45,0,,,0,7098.334024,N/A,0,0.921078207,101.24,61.31
SRRK,Scholar Rock Holding Corp,Healthcare,9.9,0,,,0,349.478148,0,N/A,1.051985795,44.95,9.5
SRT,"Startek, Inc.",Industrials,4.4,0,,,0,177.203127,118.1354181,0,1.228190603,8.52,3.74
SRTS,Sensus Healthcare Inc,Healthcare,8.79,0,,,0,146.415452,0,N/A,0.947618874,11.96,3.08
SSB,SouthState Corporation,Financial Services,77.77,0.024728361,0.042553191,0.082272013,1.9231246,5345.182728,11.24016698,0.286605753,1.025381969,92.82,61.88
SSBI,Summit St. Bank,Financial Services,15.95,0.028426263,0,0,0.453398897,76.813286,0,N/A,,19.71,11.57
SSD,"Simpson Manufacturing Co., Inc.",Industrials,105.26,0.009469564,0.086956522,0.035485788,0.996766329,4563.513301,17.12728348,0.162870315,1.070868415,140.67,102.41
SSKN,STRATA Skin Sciences Inc,Healthcare,1.435,0,,,0,49.827571,N/A,0,0.392486055,1.95,1.1
SSNC,SS&C Technologies Holdings Inc,Technology,71.08,0.010093914,0.25,0.261914689,0.717475399,18123.90398,22.65487997,0.239958327,0.938618373,84.63,67.8
SSP,E.W. Scripps Co.,Communication Services,18.04,0,,,0,1275.861808,17.39653406,0,0.98044297,23.61,16
